2025-11-26 22:28:35 - step,loss,accuracy
2025-11-27 11:09:55 - 1284,5.137695,0.062500
2025-11-27 11:09:55 - 1285,4.925293,0.000000
2025-11-27 11:09:55 - 1286,4.018555,0.156250
2025-11-27 11:09:55 - 1287,4.109375,0.125000
2025-11-27 11:09:55 - 1288,4.187012,0.187500
2025-11-27 11:09:55 - 1289,4.246094,0.093750
2025-11-27 11:09:55 - 1290,4.061035,0.031250
2025-11-27 11:09:55 - 1291,4.361328,0.062500
2025-11-27 11:09:55 - 1292,4.705078,0.093750
2025-11-27 11:09:55 - 1293,4.576172,0.062500
2025-11-27 11:09:55 - 1294,4.298340,0.031250
2025-11-27 11:09:55 - 1295,4.909180,0.125000
2025-11-27 11:09:55 - 1296,4.522461,0.156250
2025-11-27 11:09:55 - 1297,4.290039,0.156250
2025-11-27 11:09:55 - 1298,4.445801,0.031250
2025-11-27 11:09:55 - 1299,4.402832,0.031250
2025-11-27 11:09:55 - 1300,4.233398,0.062500
2025-11-27 11:10:02 - 1301,5.039062,0.000000
2025-11-27 11:10:02 - 1302,4.618164,0.031250
2025-11-27 11:10:02 - 1303,4.373535,0.031250
2025-11-27 11:10:02 - 1304,4.943848,0.062500
2025-11-27 11:10:02 - 1305,4.584961,0.125000
2025-11-27 11:10:02 - 1306,4.795410,0.062500
2025-11-27 11:10:02 - 1307,4.115723,0.093750
2025-11-27 11:10:02 - 1308,4.779297,0.000000
2025-11-27 11:10:02 - 1309,4.107422,0.062500
2025-11-27 11:10:02 - 1310,4.456055,0.062500
2025-11-27 11:10:02 - 1311,4.784180,0.062500
2025-11-27 11:10:02 - 1312,4.699707,0.062500
2025-11-27 11:10:02 - 1313,4.203125,0.062500
2025-11-27 11:10:02 - 1314,3.960449,0.187500
2025-11-27 11:10:02 - 1315,4.150879,0.125000
2025-11-27 11:10:02 - 1316,4.536133,0.062500
2025-11-27 11:10:02 - 1317,4.496582,0.062500
2025-11-27 11:10:02 - 1318,4.449219,0.093750
2025-11-27 11:10:02 - 1319,5.000000,0.125000
2025-11-27 11:10:02 - 1320,4.673340,0.093750
2025-11-27 11:10:02 - 1321,4.446289,0.093750
2025-11-27 11:10:02 - 1322,4.803223,0.000000
2025-11-27 11:10:02 - 1323,4.247070,0.062500
2025-11-27 11:10:02 - 1324,4.386719,0.125000
2025-11-27 11:10:02 - 1325,4.596191,0.031250
2025-11-27 11:10:02 - 1326,5.017090,0.000000
2025-11-27 11:10:02 - 1327,4.592285,0.062500
2025-11-27 11:10:02 - 1328,4.418945,0.031250
2025-11-27 11:10:02 - 1329,4.578125,0.093750
2025-11-27 11:10:02 - 1330,5.405762,0.000000
2025-11-27 11:10:02 - 1331,3.995605,0.062500
2025-11-27 11:10:02 - 1332,5.160156,0.031250
2025-11-27 11:10:02 - 1333,4.955566,0.062500
2025-11-27 11:10:02 - 1334,4.568359,0.062500
2025-11-27 11:10:02 - 1335,4.604980,0.062500
2025-11-27 11:10:02 - 1336,4.242188,0.125000
2025-11-27 11:10:02 - 1337,5.093262,0.062500
2025-11-27 11:10:02 - 1338,4.101074,0.187500
2025-11-27 11:10:02 - 1339,4.335449,0.062500
2025-11-27 11:10:02 - 1340,4.759766,0.062500
2025-11-27 11:10:02 - 1341,5.116211,0.000000
2025-11-27 11:10:02 - 1342,4.364746,0.031250
2025-11-27 11:10:02 - 1343,4.903564,0.062500
2025-11-27 11:10:02 - 1344,4.914062,0.062500
2025-11-27 11:10:02 - 1345,3.893066,0.031250
2025-11-27 11:10:02 - 1346,5.354980,0.031250
2025-11-27 11:10:02 - 1347,4.597168,0.062500
2025-11-27 11:10:02 - 1348,4.168457,0.093750
2025-11-27 11:10:02 - 1349,4.234863,0.031250
2025-11-27 11:10:02 - 1350,4.606934,0.062500
2025-11-27 11:10:02 - 1351,4.601074,0.031250
2025-11-27 11:10:02 - 1352,4.420410,0.062500
2025-11-27 11:10:02 - 1353,4.378906,0.093750
2025-11-27 11:10:02 - 1354,4.643555,0.062500
2025-11-27 11:10:02 - 1355,4.736328,0.093750
2025-11-27 11:10:02 - 1356,4.072998,0.156250
2025-11-27 11:10:02 - 1357,3.956787,0.156250
2025-11-27 11:10:02 - 1358,4.746094,0.000000
2025-11-27 11:10:02 - 1359,5.230469,0.000000
2025-11-27 11:10:02 - 1360,4.420166,0.093750
2025-11-27 11:10:02 - 1361,4.890625,0.093750
2025-11-27 11:10:02 - 1362,4.800781,0.000000
2025-11-27 11:10:02 - 1363,4.386475,0.093750
2025-11-27 11:10:02 - 1364,5.240479,0.093750
2025-11-27 11:10:02 - 1365,4.571045,0.093750
2025-11-27 11:10:02 - 1366,4.546875,0.125000
2025-11-27 11:10:02 - 1367,4.744629,0.062500
2025-11-27 11:10:02 - 1368,4.351562,0.187500
2025-11-27 11:10:02 - 1369,4.290771,0.125000
2025-11-27 11:10:02 - 1370,4.496338,0.031250
2025-11-27 11:10:02 - 1371,4.541016,0.062500
2025-11-27 11:10:02 - 1372,4.907715,0.062500
2025-11-27 11:10:02 - 1373,3.945801,0.187500
2025-11-27 11:10:02 - 1374,4.134766,0.062500
2025-11-27 11:10:02 - 1375,4.231689,0.156250
2025-11-27 11:10:02 - 1376,4.039307,0.093750
2025-11-27 11:10:02 - 1377,4.714844,0.000000
2025-11-27 11:10:02 - 1378,4.156250,0.031250
2025-11-27 11:10:02 - 1379,4.368164,0.000000
2025-11-27 11:10:02 - 1380,4.909424,0.062500
2025-11-27 11:10:02 - 1381,4.240723,0.156250
2025-11-27 11:10:02 - 1382,4.767090,0.093750
2025-11-27 11:10:02 - 1383,4.389893,0.093750
2025-11-27 11:10:02 - 1384,4.131592,0.093750
2025-11-27 11:10:02 - 1385,4.530518,0.062500
2025-11-27 11:10:02 - 1386,4.373047,0.031250
2025-11-27 11:10:02 - 1387,4.297852,0.062500
2025-11-27 11:10:02 - 1388,4.488770,0.031250
2025-11-27 11:10:02 - 1389,4.968018,0.062500
2025-11-27 11:10:02 - 1390,4.987305,0.031250
2025-11-27 11:10:02 - 1391,4.304688,0.031250
2025-11-27 11:10:02 - 1392,4.289551,0.000000
2025-11-27 11:10:02 - 1393,4.020996,0.125000
2025-11-27 11:10:02 - 1394,4.599121,0.031250
2025-11-27 11:10:02 - 1395,5.039062,0.062500
2025-11-27 11:10:02 - 1396,4.158203,0.031250
2025-11-27 11:10:02 - 1397,4.524414,0.062500
2025-11-27 11:10:02 - 1398,4.873047,0.031250
2025-11-27 11:10:02 - 1399,4.745605,0.000000
2025-11-27 11:10:02 - 1400,4.140625,0.031250
2025-11-27 11:10:09 - 1401,3.959961,0.187500
2025-11-27 11:10:09 - 1402,4.585938,0.000000
2025-11-27 11:10:09 - 1403,4.323730,0.031250
2025-11-27 11:10:09 - 1404,4.109375,0.093750
2025-11-27 11:10:09 - 1405,4.248535,0.093750
2025-11-27 11:10:09 - 1406,4.505371,0.125000
2025-11-27 11:10:09 - 1407,4.646484,0.000000
2025-11-27 11:10:09 - 1408,4.278809,0.093750
2025-11-27 11:10:09 - 1409,4.257324,0.187500
2025-11-27 11:10:09 - 1410,4.633789,0.031250
2025-11-27 11:10:09 - 1411,4.409180,0.062500
2025-11-27 11:10:09 - 1412,5.079102,0.000000
2025-11-27 11:10:09 - 1413,5.412842,0.062500
2025-11-27 11:10:09 - 1414,4.774902,0.062500
2025-11-27 11:10:09 - 1415,4.610352,0.031250
2025-11-27 11:10:09 - 1416,4.454590,0.031250
2025-11-27 11:10:09 - 1417,4.827637,0.093750
2025-11-27 11:10:09 - 1418,4.829834,0.031250
2025-11-27 11:10:09 - 1419,4.415527,0.031250
2025-11-27 11:10:09 - 1420,4.459473,0.062500
2025-11-27 11:10:09 - 1421,4.756836,0.031250
2025-11-27 11:10:09 - 1422,4.808105,0.062500
2025-11-27 11:10:09 - 1423,4.386719,0.031250
2025-11-27 11:10:09 - 1424,4.526611,0.093750
2025-11-27 11:10:09 - 1425,4.979980,0.031250
2025-11-27 11:10:09 - 1426,5.062012,0.062500
2025-11-27 11:10:09 - 1427,4.343018,0.125000
2025-11-27 11:10:09 - 1428,4.103760,0.062500
2025-11-27 11:10:09 - 1429,4.820801,0.000000
2025-11-27 11:10:09 - 1430,4.523438,0.031250
2025-11-27 11:10:09 - 1431,4.286621,0.031250
2025-11-27 11:10:09 - 1432,4.853516,0.062500
2025-11-27 11:10:09 - 1433,5.256836,0.031250
2025-11-27 11:10:09 - 1434,4.697266,0.062500
2025-11-27 11:10:09 - 1435,4.460205,0.062500
2025-11-27 11:10:09 - 1436,5.031738,0.093750
2025-11-27 11:10:09 - 1437,4.744141,0.000000
2025-11-27 11:10:09 - 1438,5.097656,0.000000
2025-11-27 11:10:09 - 1439,4.156250,0.093750
2025-11-27 11:10:09 - 1440,4.413574,0.062500
2025-11-27 11:10:09 - 1441,4.351562,0.031250
2025-11-27 11:10:09 - 1442,4.527344,0.093750
2025-11-27 11:10:09 - 1443,3.903809,0.125000
2025-11-27 11:10:09 - 1444,4.574707,0.093750
2025-11-27 11:10:09 - 1445,4.217773,0.250000
2025-11-27 11:10:09 - 1446,4.347656,0.000000
2025-11-27 11:10:09 - 1447,4.395996,0.093750
2025-11-27 11:10:09 - 1448,4.465820,0.031250
2025-11-27 11:10:09 - 1449,4.229980,0.156250
2025-11-27 11:10:09 - 1450,4.553223,0.000000
2025-11-27 11:10:09 - 1451,4.189453,0.125000
2025-11-27 11:10:09 - 1452,4.241699,0.093750
2025-11-27 11:10:09 - 1453,4.796387,0.062500
2025-11-27 11:10:09 - 1454,4.597656,0.031250
2025-11-27 11:10:09 - 1455,4.500488,0.000000
2025-11-27 11:10:09 - 1456,4.685547,0.062500
2025-11-27 11:10:09 - 1457,4.398926,0.156250
2025-11-27 11:10:09 - 1458,4.425781,0.093750
2025-11-27 11:10:09 - 1459,4.418945,0.062500
2025-11-27 11:10:09 - 1460,4.802734,0.062500
2025-11-27 11:10:09 - 1461,4.430664,0.062500
2025-11-27 11:10:09 - 1462,4.730957,0.000000
2025-11-27 11:10:09 - 1463,4.542480,0.093750
2025-11-27 11:10:09 - 1464,4.574219,0.125000
2025-11-27 11:10:09 - 1465,4.495117,0.125000
2025-11-27 11:10:09 - 1466,4.483398,0.156250
2025-11-27 11:10:09 - 1467,4.466797,0.062500
2025-11-27 11:10:09 - 1468,4.026855,0.093750
2025-11-27 11:10:09 - 1469,4.365723,0.031250
2025-11-27 11:10:09 - 1470,4.986328,0.031250
2025-11-27 11:10:09 - 1471,4.311035,0.031250
2025-11-27 11:10:09 - 1472,5.000977,0.062500
2025-11-27 11:10:09 - 1473,3.909180,0.125000
2025-11-27 11:10:09 - 1474,4.254883,0.156250
2025-11-27 11:10:09 - 1475,4.524414,0.125000
2025-11-27 11:10:09 - 1476,4.624023,0.125000
2025-11-27 11:10:09 - 1477,4.666992,0.031250
2025-11-27 11:10:09 - 1478,4.570801,0.093750
2025-11-27 11:10:09 - 1479,4.796387,0.000000
2025-11-27 11:10:09 - 1480,4.540039,0.031250
2025-11-27 11:10:09 - 1481,4.254395,0.031250
2025-11-27 11:10:09 - 1482,4.835449,0.000000
2025-11-27 11:10:09 - 1483,4.270508,0.187500
2025-11-27 11:10:09 - 1484,4.741699,0.000000
2025-11-27 11:10:09 - 1485,4.076172,0.125000
2025-11-27 11:10:09 - 1486,4.338867,0.187500
2025-11-27 11:10:09 - 1487,5.030762,0.062500
2025-11-27 11:10:09 - 1488,4.291504,0.031250
2025-11-27 11:10:09 - 1489,4.596680,0.000000
2025-11-27 11:10:09 - 1490,4.521484,0.093750
2025-11-27 11:10:09 - 1491,4.925781,0.093750
2025-11-27 11:10:09 - 1492,4.408691,0.093750
2025-11-27 11:10:09 - 1493,4.459229,0.031250
2025-11-27 11:10:09 - 1494,4.858887,0.031250
2025-11-27 11:10:09 - 1495,4.268066,0.125000
2025-11-27 11:10:09 - 1496,4.944336,0.031250
2025-11-27 11:10:09 - 1497,4.422852,0.062500
2025-11-27 11:10:09 - 1498,4.614258,0.093750
2025-11-27 11:10:09 - 1499,4.567871,0.031250
2025-11-27 11:10:09 - 1500,4.860352,0.062500
2025-11-27 11:10:18 - 1501,4.769043,0.031250
2025-11-27 11:10:18 - 1502,4.737793,0.062500
2025-11-27 11:10:18 - 1503,4.788086,0.031250
2025-11-27 11:10:18 - 1504,4.248535,0.093750
2025-11-27 11:10:18 - 1505,5.076172,0.031250
2025-11-27 11:10:18 - 1506,4.634277,0.031250
2025-11-27 11:10:18 - 1507,4.474609,0.031250
2025-11-27 11:10:18 - 1508,4.272949,0.125000
2025-11-27 11:10:18 - 1509,4.784180,0.062500
2025-11-27 11:10:18 - 1510,4.545410,0.062500
2025-11-27 11:10:18 - 1511,4.666992,0.062500
2025-11-27 11:10:18 - 1512,4.205566,0.093750
2025-11-27 11:10:18 - 1513,4.817871,0.125000
2025-11-27 11:10:18 - 1514,4.074707,0.000000
2025-11-27 11:10:18 - 1515,4.500000,0.000000
2025-11-27 11:10:18 - 1516,4.060059,0.156250
2025-11-27 11:10:18 - 1517,4.877930,0.000000
2025-11-27 11:10:18 - 1518,4.638672,0.031250
2025-11-27 11:10:18 - 1519,4.534668,0.062500
2025-11-27 11:10:18 - 1520,4.597168,0.125000
2025-11-27 11:10:18 - 1521,4.111328,0.062500
2025-11-27 11:10:18 - 1522,4.502930,0.031250
2025-11-27 11:10:18 - 1523,4.816895,0.062500
2025-11-27 11:10:18 - 1524,4.308594,0.062500
2025-11-27 11:10:18 - 1525,4.495605,0.031250
2025-11-27 11:10:18 - 1526,4.258789,0.125000
2025-11-27 11:10:18 - 1527,5.071777,0.031250
2025-11-27 11:10:18 - 1528,4.874512,0.031250
2025-11-27 11:10:18 - 1529,4.091797,0.062500
2025-11-27 11:10:18 - 1530,4.245605,0.062500
2025-11-27 11:10:18 - 1531,4.700684,0.062500
2025-11-27 11:10:18 - 1532,4.401855,0.062500
2025-11-27 11:10:18 - 1533,4.374512,0.125000
2025-11-27 11:10:18 - 1534,4.370605,0.062500
2025-11-27 11:10:18 - 1535,4.628906,0.093750
2025-11-27 11:10:18 - 1536,4.276367,0.062500
2025-11-27 11:10:18 - 1537,4.614746,0.031250
2025-11-27 11:10:18 - 1538,4.353027,0.000000
2025-11-27 11:10:18 - 1539,4.334473,0.031250
2025-11-27 11:10:18 - 1540,4.267090,0.187500
2025-11-27 11:10:18 - 1541,4.337402,0.062500
2025-11-27 11:10:18 - 1542,4.843750,0.031250
2025-11-27 11:10:18 - 1543,4.411621,0.031250
2025-11-27 11:10:18 - 1544,4.791016,0.031250
2025-11-27 11:10:18 - 1545,4.615723,0.062500
2025-11-27 11:10:18 - 1546,4.760254,0.125000
2025-11-27 11:10:18 - 1547,4.812988,0.062500
2025-11-27 11:10:18 - 1548,4.922852,0.062500
2025-11-27 11:10:18 - 1549,5.339600,0.125000
2025-11-27 11:10:18 - 1550,4.973633,0.000000
2025-11-27 11:10:18 - 1551,3.827881,0.062500
2025-11-27 11:10:18 - 1552,4.257324,0.093750
2025-11-27 11:10:18 - 1553,4.351074,0.000000
2025-11-27 11:10:18 - 1554,5.110840,0.062500
2025-11-27 11:10:18 - 1555,4.825684,0.031250
2025-11-27 11:10:18 - 1556,4.414062,0.156250
2025-11-27 11:10:18 - 1557,4.364502,0.156250
2025-11-27 11:10:18 - 1558,4.227539,0.031250
2025-11-27 11:10:18 - 1559,4.264160,0.062500
2025-11-27 11:10:18 - 1560,5.288574,0.031250
2025-11-27 11:10:18 - 1561,4.712891,0.125000
2025-11-27 11:10:18 - 1562,4.345703,0.062500
2025-11-27 11:10:18 - 1563,3.362061,0.156250
2025-11-27 11:10:18 - 1564,4.275391,0.093750
2025-11-27 11:10:18 - 1565,4.663574,0.093750
2025-11-27 11:10:18 - 1566,4.430420,0.187500
2025-11-27 11:10:18 - 1567,4.051758,0.093750
2025-11-27 11:10:18 - 1568,4.625488,0.062500
2025-11-27 11:10:18 - 1569,4.790283,0.031250
2025-11-27 11:10:18 - 1570,3.679688,0.156250
2025-11-27 11:10:18 - 1571,4.702148,0.000000
2025-11-27 11:10:18 - 1572,4.608398,0.031250
2025-11-27 11:10:18 - 1573,4.288086,0.031250
2025-11-27 11:10:18 - 1574,4.152344,0.187500
2025-11-27 11:10:18 - 1575,4.262939,0.187500
2025-11-27 11:10:18 - 1576,4.280762,0.031250
2025-11-27 11:10:18 - 1577,4.267578,0.062500
2025-11-27 11:10:18 - 1578,3.891602,0.093750
2025-11-27 11:10:18 - 1579,3.821289,0.062500
2025-11-27 11:10:18 - 1580,4.712891,0.062500
2025-11-27 11:10:18 - 1581,4.360107,0.093750
2025-11-27 11:10:18 - 1582,4.712402,0.000000
2025-11-27 11:10:18 - 1583,4.999512,0.062500
2025-11-27 11:10:18 - 1584,4.146484,0.062500
2025-11-27 11:10:18 - 1585,4.674805,0.093750
2025-11-27 11:10:18 - 1586,4.761230,0.000000
2025-11-27 11:10:18 - 1587,4.666016,0.000000
2025-11-27 11:10:18 - 1588,4.186035,0.000000
2025-11-27 11:10:18 - 1589,4.638672,0.093750
2025-11-27 11:10:18 - 1590,4.385254,0.062500
2025-11-27 11:10:18 - 1591,5.147949,0.000000
2025-11-27 11:10:18 - 1592,4.487305,0.062500
2025-11-27 11:10:18 - 1593,4.437988,0.125000
2025-11-27 11:10:18 - 1594,4.860352,0.062500
2025-11-27 11:10:18 - 1595,4.396973,0.187500
2025-11-27 11:10:18 - 1596,4.439453,0.031250
2025-11-27 11:10:18 - 1597,4.276855,0.125000
2025-11-27 11:10:18 - 1598,4.685059,0.031250
2025-11-27 11:10:18 - 1599,4.831543,0.031250
2025-11-27 11:10:18 - 1600,4.272461,0.031250
